volcano,sector_id,latitude,longitude,SlopeMean(,AzimAxisBa,alternate_,lithology,font_weight,paguican_c,rrl_class,age,rrl,sector,volcano_2,sector_mea,sector_med,sector_std,sector_min,sector_max,sector_ran,sector_maj,sector_iqr,cov
Macolod1,Macolod1_8,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,8,Macolod1,5.333992439,5.08622694,2.072897441,0.0815349,16.75709724,16.67556234,3.653331518,2.88513,30.30881015
Macolod1,Macolod1_9,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,9,Macolod1,4.855378817,4.96360445,2.104079039,0.037696429,14.42724419,14.38954776,2.477056026,2.67523,30.30881015
Macolod1,Macolod1_10,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,10,Macolod1,5.572337912,4.67214632,3.100860018,0.015880801,23.35131645,23.33543565,2.156868935,4.25095,30.30881015
Macolod1,Macolod1_11,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,11,Macolod1,6.436001265,5.63096714,3.711363258,0.026062297,27.45197487,27.42591257,3.553040266,4.93333,30.30881015
Macolod1,Macolod1_12,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,12,Macolod1,7.82443882,6.707805634,4.505404432,0.400086075,24.72938156,24.32929549,2.860492468,5.64865,30.30881015
Macolod1,Macolod1_13,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,13,Macolod1,9.413678998,7.572085857,5.949847015,0.122922994,26.67118263,26.54825964,0.122922994,8.60528,30.30881015
Macolod1,Macolod1_14,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,14,Macolod1,7.77205075,6.4754076,4.795182937,0.472774804,24.1309185,23.6581437,10.23374844,6.01709,30.30881015
Macolod1,Macolod1_15,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,15,Macolod1,6.019925494,6.317203045,2.821408839,0.024096603,20.65731239,20.63321579,0.024096603,4.18725,30.30881015
Macolod1,Macolod1_16,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,16,Macolod1,5.170308803,5.163950205,2.053905115,0.050867096,20.54553604,20.49466895,0.050867096,1.75496,30.30881015
Macolod1,Macolod1_17,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,17,Macolod1,5.032308537,5.117544174,2.527830809,0.010006153,19.73805046,19.72804431,5.690176487,2.37199,30.30881015
Macolod1,Macolod1_18,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,18,Macolod1,5.539318499,5.410587311,2.299663022,0.174480483,20.00248718,19.8280067,0.174480483,1.41642,30.30881015
Macolod1,Macolod1_19,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,19,Macolod1,5.297370065,4.889238834,2.868285945,0.116981179,20.70517921,20.58819804,4.957526207,2.67795,30.30881015
Macolod1,Macolod1_20,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,20,Macolod1,5.172752158,4.705242872,3.19198025,0.011004298,21.00850677,20.99750248,2.417018414,3.30583,30.30881015
Macolod1,Macolod1_21,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,21,Macolod1,4.915286961,4.579613686,2.007269327,0.187356606,21.65328598,21.46592937,4.047237873,2.06159,30.30881015
Macolod1,Macolod1_22,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,22,Macolod1,5.196557246,4.233948946,3.116131733,0.063885927,22.15313339,22.08924747,3.367865086,2.59067,30.30881015
Macolod1,Macolod1_23,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,23,Macolod1,4.755775999,3.740771532,3.465603922,0.092545018,25.32364464,25.23109962,0.092545018,2.71522,30.30881015
Macolod1,Macolod1_24,13.947676,121.32741,4.73651,9.50121,Macolod1,No data,normal,Small flat cone,,,,24,Macolod1,3.166554772,2.789606214,2.006695242,0.038386125,26.35054779,26.31216167,2.268553734,2.21103,30.30881015
Macolod2,Macolod2_1,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,1,Macolod2,33.66829681,35.32467842,10.8958731,4.169738293,51.92047119,47.7507329,4.169738293,17.7691,35.26121749
Macolod2,Macolod2_2,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,2,Macolod2,32.08692599,33.53138351,11.55728347,5.975014687,52.18882751,46.21381283,5.975014687,19.2653,35.26121749
Macolod2,Macolod2_3,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,3,Macolod2,33.8324591,34.34700394,11.32451733,6.562366009,51.13463593,44.57226992,6.562366009,20.5587,35.26121749
Macolod2,Macolod2_4,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,4,Macolod2,28.71118915,29.36774254,13.12625239,6.644276142,47.76364899,41.11937284,6.644276142,24.2352,35.26121749
Macolod2,Macolod2_5,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,5,Macolod2,28.11299579,28.14527321,8.645985688,2.417713404,45.80255127,43.38483787,2.417713404,12.0887,35.26121749
Macolod2,Macolod2_6,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,6,Macolod2,18.63394837,18.08584785,9.853549087,0.767377913,42.83348465,42.06610674,0.767377913,12.6102,35.26121749
Macolod2,Macolod2_7,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,7,Macolod2,17.79691582,12.90125704,11.16374315,0.386373192,38.55469513,38.16832194,0.386373192,20.68199,35.26121749
Macolod2,Macolod2_8,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,8,Macolod2,23.4283488,23.02958679,5.366274707,9.444625854,36.69424057,27.24961472,9.444625854,6.1512,35.26121749
Macolod2,Macolod2_9,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,9,Macolod2,23.53090307,21.7448597,7.141078009,1.520730615,41.69504166,40.17431104,1.520730615,10.1445,35.26121749
Macolod2,Macolod2_10,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,10,Macolod2,22.26970346,22.03678513,8.612023454,1.274956822,41.82216263,40.54720581,1.274956822,13.5715,35.26121749
Macolod2,Macolod2_11,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,11,Macolod2,18.63201068,17.65587044,5.94947907,2.299025774,38.37756729,36.07854152,15.24504662,7.2727,35.26121749
Macolod2,Macolod2_12,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,12,Macolod2,16.06556655,14.50589228,6.782919425,0.995552599,42.41195297,41.41640037,13.97103977,8.7008,35.26121749
Macolod2,Macolod2_13,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,13,Macolod2,16.01420061,15.53375053,6.917873908,0.815266252,40.74183655,39.9265703,6.482573509,9.4432,35.26121749
Macolod2,Macolod2_14,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,14,Macolod2,18.6599069,17.35223579,7.634118148,1.110986829,42.60199738,41.49101055,16.52425575,9.9068,35.26121749
Macolod2,Macolod2_15,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,15,Macolod2,17.29088926,16.21972656,8.586278506,1.190826654,40.0078125,38.81698585,22.63722992,14.44276,35.26121749
Macolod2,Macolod2_16,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,16,Macolod2,17.73507521,17.55706596,8.384802161,0.454673946,42.53821182,42.08353788,0.454673946,13.5558,35.26121749
Macolod2,Macolod2_17,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,17,Macolod2,18.60505418,18.36170101,7.583495148,0.999502778,49.80855179,48.80904901,12.89596367,10.104,35.26121749
Macolod2,Macolod2_18,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,18,Macolod2,18.09395776,14.73090267,12.64884976,0.306680799,46.21038055,45.90369976,0.306680799,21.49225,35.26121749
Macolod2,Macolod2_19,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,19,Macolod2,13.99398403,8.514998436,13.37476599,0.204315588,47.04437637,46.84006079,0.204315588,12.10512,35.26121749
Macolod2,Macolod2_20,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,20,Macolod2,18.44401436,13.86684513,13.06465524,1.32793057,46.73775482,45.40982425,1.32793057,15.79151,35.26121749
Macolod2,Macolod2_21,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,21,Macolod2,26.73349684,27.60480309,11.16204475,1.988514066,45.25376892,43.26525486,1.988514066,18.5036,35.26121749
Macolod2,Macolod2_22,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,22,Macolod2,26.51674249,27.4607954,8.41383958,0.286260754,38.1626091,37.87634835,0.286260754,11.1448,35.26121749
Macolod2,Macolod2_23,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,23,Macolod2,28.64737353,28.45711517,8.153154196,0.095038913,43.68079758,43.58575866,0.095038913,13.4135,35.26121749
Macolod2,Macolod2_24,14.041433,121.43982,18.6795,23.9625,Macolod2,No data,normal,Small flat cone,,,,24,Macolod2,31.77930549,33.4307518,11.78757979,6.107073784,51.45868301,45.35160923,6.107073784,21.1504,35.26121749
Macolod3,Macolod3_1,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,1,Macolod3,8.322563125,8.326743126,1.454897897,0.561869442,11.45667458,10.89480513,9.070418358,1.53937,29.2167991
Macolod3,Macolod3_2,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,2,Macolod3,9.649204156,9.749202728,2.235939734,0.096517198,14.32893372,14.23241652,0.096517198,3.07658,29.2167991
Macolod3,Macolod3_3,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,3,Macolod3,12.05495725,11.7242012,3.893714205,0.867401779,19.80918503,18.94178325,0.867401779,5.85043,29.2167991
Macolod3,Macolod3_4,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,4,Macolod3,11.90902474,12.55143929,3.91969563,0.466569543,19.60395622,19.13738668,0.466569543,6.45507,29.2167991
Macolod3,Macolod3_5,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,5,Macolod3,12.29510267,12.4836731,3.546859805,1.509091735,19.27956963,17.77047789,1.509091735,5.13901,29.2167991
Macolod3,Macolod3_6,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,6,Macolod3,12.81784315,14.20884514,3.734438944,0.657183111,18.32728004,17.67009693,0.657183111,4.0597,29.2167991
Macolod3,Macolod3_7,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,7,Macolod3,10.9840465,11.47020435,3.40683669,1.081879735,17.03749084,15.95561111,1.081879735,5.02325,29.2167991
Macolod3,Macolod3_8,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,8,Macolod3,11.22841492,11.52687311,3.111624079,0.215005606,18.02264214,17.80763653,0.215005606,3.95598,29.2167991
Macolod3,Macolod3_9,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,9,Macolod3,11.26942593,10.6111393,3.789274442,1.147616744,19.6402874,18.49267066,9.848525047,5.6183,29.2167991
Macolod3,Macolod3_10,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,10,Macolod3,12.27694065,10.97983789,5.80664423,0.518409431,28.96690178,28.44849235,0.518409431,8.58763,29.2167991
Macolod3,Macolod3_11,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,11,Macolod3,12.78971471,10.12749386,7.428765098,0.687078297,29.86253357,29.17545527,0.687078297,9.71026,29.2167991
Macolod3,Macolod3_12,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,12,Macolod3,14.98773507,13.88695669,8.115089543,0.278997988,34.9577179,34.67871991,0.278997988,11.45342,29.2167991
Macolod3,Macolod3_13,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,13,Macolod3,15.64035266,18.19396591,7.445652916,0.221721143,31.56474686,31.34302571,20.98717117,13.33422,29.2167991
Macolod3,Macolod3_14,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,14,Macolod3,15.92027955,17.19469643,5.323883641,0.386439621,24.61124039,24.22480077,0.386439621,6.8869,29.2167991
Macolod3,Macolod3_15,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,15,Macolod3,14.07524429,14.22311354,4.626115362,1.495117903,22.81515884,21.32004094,1.495117903,6.1692,29.2167991
Macolod3,Macolod3_16,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,16,Macolod3,13.04724673,13.67946053,4.926020671,1.029919982,22.77216339,21.74224341,1.029919982,5.47418,29.2167991
Macolod3,Macolod3_17,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,17,Macolod3,11.49112294,11.661129,3.767915123,0.892410934,24.80097198,23.90856105,12.27931881,3.55442,29.2167991
Macolod3,Macolod3_18,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,18,Macolod3,9.600423762,8.674718857,5.464911784,0.403683454,29.99673271,29.59304926,8.626144409,4.25821,29.2167991
Macolod3,Macolod3_19,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,19,Macolod3,12.51742653,11.72533607,6.594024256,0.171420634,29.87690163,29.70548099,0.171420634,10.26406,29.2167991
Macolod3,Macolod3_20,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,20,Macolod3,11.16223597,10.72526789,5.019741695,0.085860372,23.70480919,23.61894882,16.90316963,8.26256,29.2167991
Macolod3,Macolod3_21,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,21,Macolod3,7.502955247,7.374011993,3.319178755,1.096012592,14.73719311,13.64118052,1.096012592,5.68827,29.2167991
Macolod3,Macolod3_22,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,22,Macolod3,5.49001302,4.346374512,3.116776662,0.848274946,12.58745003,11.73917508,0.848274946,5.02197,29.2167991
Macolod3,Macolod3_23,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,23,Macolod3,5.624731037,5.722270012,2.090815571,1.155164599,9.618174553,8.463009953,1.155164599,3.04638,29.2167991
Macolod3,Macolod3_24,14.05621,121.39139,11.8895,70.8936,Macolod3,No data,normal,Small flat cone,,,,24,Macolod3,7.295805009,7.351158142,2.073270571,0.396366298,11.28198528,10.88561898,9.205831528,2.96001,29.2167991
Macolod4,Macolod4_1,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,1,Macolod4,20.65717315,22.97174454,8.518715372,4.279986382,31.75066185,27.47067547,4.279986382,18.2083,15.41397723
Macolod4,Macolod4_2,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,2,Macolod4,23.8460077,26.68319702,7.874952936,7.091700077,32.59044647,25.4987464,7.091700077,14.6068,15.41397723
Macolod4,Macolod4_3,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,3,Macolod4,25.75048187,28.88337708,8.161845982,2.159084082,34.48399353,32.32490945,2.159084082,13.1626,15.41397723
Macolod4,Macolod4_4,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,4,Macolod4,27.99483282,30.19635201,7.182178863,6.588499546,35.74813843,29.15963888,6.588499546,9.7069,15.41397723
Macolod4,Macolod4_5,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,5,Macolod4,29.71129829,32.50615501,7.709301106,3.41401577,37.0736351,33.65961933,3.41401577,8.5167,15.41397723
Macolod4,Macolod4_6,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,6,Macolod4,31.35130607,33.38358116,6.753411496,6.811026573,37.74250793,30.93148136,6.811026573,8.6336,15.41397723
Macolod4,Macolod4_7,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,7,Macolod4,31.16873925,33.89208221,6.664775825,1.999595165,37.34793854,35.34834337,1.999595165,7.4768,15.41397723
Macolod4,Macolod4_8,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,8,Macolod4,30.83658812,32.72060013,5.587982734,3.669979334,35.9658432,32.29586387,3.669979334,4.7096,15.41397723
Macolod4,Macolod4_9,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,9,Macolod4,30.15483556,31.02024364,5.78888322,0.414227486,36.88801575,36.47378826,0.414227486,5.6044,15.41397723
Macolod4,Macolod4_10,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,10,Macolod4,29.19548769,29.74477386,5.121645994,4.31870079,36.38113403,32.06243324,4.31870079,4.9748,15.41397723
Macolod4,Macolod4_11,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,11,Macolod4,28.01082452,28.34165573,4.072774634,2.389797688,34.90594482,32.51614714,2.389797688,5.601,15.41397723
Macolod4,Macolod4_12,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,12,Macolod4,26.01051812,24.05265903,5.724044589,6.606510162,39.30883789,32.70232773,6.606510162,10.1324,15.41397723
Macolod4,Macolod4_13,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,13,Macolod4,29.64169971,26.0725832,8.466877336,3.033010244,46.23807907,43.20506883,3.033010244,14.3983,15.41397723
Macolod4,Macolod4_14,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,14,Macolod4,29.10981836,27.62987232,7.220776246,5.714690685,45.82562256,40.11093187,5.714690685,10.8966,15.41397723
Macolod4,Macolod4_15,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,15,Macolod4,29.22592678,29.10526657,6.425958083,1.109528899,39.32180023,38.21227133,1.109528899,7.7293,15.41397723
Macolod4,Macolod4_16,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,16,Macolod4,31.0689049,31.73020267,7.288005453,4.667950153,40.47901535,35.8110652,4.667950153,7.7452,15.41397723
Macolod4,Macolod4_17,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,17,Macolod4,30.71418272,33.1038475,8.476916494,2.260612249,39.94076538,37.68015313,2.260612249,7.8647,15.41397723
Macolod4,Macolod4_18,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,18,Macolod4,30.63675553,34.16074753,11.26571034,4.425780773,44.18507004,39.75928926,4.425780773,16.153,15.41397723
Macolod4,Macolod4_19,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,19,Macolod4,29.08803501,30.96962166,13.78765596,2.276276588,45.75180054,43.47552395,2.276276588,26.6165,15.41397723
Macolod4,Macolod4_20,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,20,Macolod4,27.64875983,29.94141102,14.38860069,4.195144176,45.53264236,41.33749819,4.195144176,29.9847,15.41397723
Macolod4,Macolod4_21,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,21,Macolod4,24.60041951,25.3169136,14.25812326,1.766385198,43.16884613,41.40246093,1.766385198,30.81969,15.41397723
Macolod4,Macolod4_22,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,22,Macolod4,22.32290725,24.65361023,11.93745479,5.532922268,39.95716476,34.4242425,5.532922268,25.18432,15.41397723
Macolod4,Macolod4_23,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,23,Macolod4,17.1315092,19.19730568,8.601558602,3.796370983,32.07067108,28.2743001,3.796370983,16.53242,15.41397723
Macolod4,Macolod4_24,14.077313,121.43217,28.1252,174.352,Macolod4,No data,normal,Small steep cone,,,,24,Macolod4,16.92569525,18.35192299,7.65981883,4.98287487,28.33874321,23.35586834,4.98287487,15.62276,15.41397723
Macolod5,Macolod5_1,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,1,Macolod5,7.205283148,6.59923172,3.26884784,1.373105168,15.90937996,14.53627479,1.373105168,5.0463,42.74479495
Macolod5,Macolod5_2,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,2,Macolod5,5.771215645,6.520633221,2.517236592,0.514075458,10.01051998,9.496444523,0.514075458,4.03901,42.74479495
Macolod5,Macolod5_3,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,3,Macolod5,5.525830428,5.285885334,2.786757819,0.006211895,10.75627041,10.75005851,0.006211895,3.72941,42.74479495
Macolod5,Macolod5_4,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,4,Macolod5,5.67623308,5.952550411,2.573413496,0.153428435,10.87500477,10.72157633,7.165138721,3.33943,42.74479495
Macolod5,Macolod5_5,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,5,Macolod5,7.409199759,7.373805761,2.916632944,0.129086703,12.68593121,12.5568445,0.129086703,4.28681,42.74479495
Macolod5,Macolod5_6,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,6,Macolod5,8.419000066,8.470830917,3.845502007,0.20634757,17.65543938,17.44909181,9.07569313,4.85042,42.74479495
Macolod5,Macolod5_7,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,7,Macolod5,10.54285479,9.788702488,5.755172521,0.092059635,20.51802254,20.4259629,17.34234619,10.60411,42.74479495
Macolod5,Macolod5_8,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,8,Macolod5,11.79929937,11.5537653,7.299475118,0.095486611,26.47851372,26.38302711,0.095486611,13.44844,42.74479495
Macolod5,Macolod5_9,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,9,Macolod5,13.46698678,12.47499466,9.477938354,0.127253443,33.32491302,33.19765958,11.55360889,16.86327,42.74479495
Macolod5,Macolod5_10,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,10,Macolod5,15.85089456,15.63707542,8.518024691,0.030057266,32.76727295,32.73721568,0.030057266,11.84868,42.74479495
Macolod5,Macolod5_11,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,11,Macolod5,16.76740267,14.87141132,9.704869522,0.191303298,36.44604492,36.25474162,0.191303298,15.52443,42.74479495
Macolod5,Macolod5_12,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,12,Macolod5,18.37502123,15.83130169,10.73383738,0.344688237,38.5456543,38.20096606,17.48984528,17.28062,42.74479495
Macolod5,Macolod5_13,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,13,Macolod5,19.8042479,19.80603123,8.911613584,1.934427619,36.98117828,35.04675066,16.41203308,13.6802,42.74479495
Macolod5,Macolod5_14,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,14,Macolod5,22.34941009,21.89700985,8.158075743,0.775650799,43.50359344,42.72794265,0.775650799,12.5956,42.74479495
Macolod5,Macolod5_15,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,15,Macolod5,23.86173028,23.66538239,4.90050918,3.331308126,35.77568054,32.44437242,3.331308126,6.3759,42.74479495
Macolod5,Macolod5_16,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,16,Macolod5,23.78300635,23.86795998,3.658987114,2.098014116,31.93166351,29.8336494,2.098014116,3.7142,42.74479495
Macolod5,Macolod5_17,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,17,Macolod5,22.71739787,22.91261673,3.922471556,7.289290905,28.08322906,20.79393816,7.289290905,6.414,42.74479495
Macolod5,Macolod5_18,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,18,Macolod5,22.14304594,22.10578346,3.062134379,2.40542388,26.91631317,24.51088929,2.40542388,4.349,42.74479495
Macolod5,Macolod5_19,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,19,Macolod5,22.58961401,22.19212532,4.081913418,4.604949951,31.82651711,27.22156715,4.604949951,5.4294,42.74479495
Macolod5,Macolod5_20,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,20,Macolod5,22.97178347,22.06590271,5.005024059,0.992665231,32.84729385,31.85462862,0.992665231,5.854,42.74479495
Macolod5,Macolod5_21,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,21,Macolod5,20.55281201,20.89230919,3.444484705,3.602453709,28.10739708,24.50494337,3.602453709,2.3349,42.74479495
Macolod5,Macolod5_22,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,22,Macolod5,20.10805222,20.84422684,4.638379801,1.585236311,29.95209122,28.36685491,1.585236311,4.1218,42.74479495
Macolod5,Macolod5_23,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,23,Macolod5,18.3218685,17.60344887,6.590425389,2.676814556,30.9746418,28.29782724,2.676814556,10.6141,42.74479495
Macolod5,Macolod5_24,14.092268,121.42462,14.6913,157.57,Macolod5,No data,normal,Small flat cone,,,,24,Macolod5,12.06558053,10.91041183,5.395807699,1.18854475,24.6026783,23.41413355,1.18854475,8.62344,42.74479495
Macolod6,Macolod6_1,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,1,Macolod6,20.85219582,20.14135265,4.287581523,7.581669331,30.48147202,22.89980268,7.581669331,5.9543,17.8856239
Macolod6,Macolod6_2,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,2,Macolod6,19.10355406,19.61294746,2.64708783,1.074908614,22.30696106,21.23205245,1.074908614,2.3968,17.8856239
Macolod6,Macolod6_3,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,3,Macolod6,18.59232771,19.78359985,4.117591216,7.077486515,23.76153183,16.68404531,7.077486515,6.9417,17.8856239
Macolod6,Macolod6_4,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,4,Macolod6,18.782816,20.11770058,4.434589162,2.163621426,23.79543495,21.63181353,2.163621426,6.4091,17.8856239
Macolod6,Macolod6_5,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,5,Macolod6,16.37915202,16.3760643,3.38727926,7.734367847,22.09826279,14.36389494,7.734367847,5.8398,17.8856239
Macolod6,Macolod6_6,14.120012,121.38298,24.4941,67.2856,Macolod6,No data,normal,Small steep cone,,,,6,Macolod6,19.50315367,20.14323044,4.95590566,3.649781942,27.91527748,24.26549554,3.649781942,6.8095,17.8856239
